;Sample Rate 16000
;Google WaveNet Speech Synthesis with Added Noise
0.0005000000 -0.0198552788
0.0005625000 -0.0351383264
0.0006250000 -0.0576740084
0.0006875000 -0.0608819547
0.0007500000 -0.0707701446
0.0008125000 -0.0673652193
0.0008750000 -0.0888259296
0.0009375000 -0.0806786423
0.0010000000 -0.0597120373
0.0010625001 -0.0540419575
0.0011250000 -0.0519741798
0.0011875000 -0.0465936295
0.0012500000 -0.0422056486
0.0013125000 -0.0584818030
0.0013750000 -0.0502446590
0.0014375000 -0.0486639155
0.0015000000 -0.0738526154
0.0015625000 -0.0985774850
0.0016250000 -0.1291019288
0.0016875000 -0.1326691023
0.0017500001 -0.1253586013
0.0018124999 -0.1100064511
0.0018750000 -0.0807635245
0.0019375000 -0.0657066784
0.0020000001 -0.0354869179
0.0020625000 -0.0133923674
0.0021250001 0.0003288141
0.0021875000 0.0223481046
0.0022499999 0.0454720174
0.0023125000 0.0690474408
0.0023749999 0.0878183630
0.0024375001 0.1137520687
0.0024999999 0.1313911363
0.0025625001 0.1644209547
0.0026250000 0.2154708421
0.0026875001 0.2517831388
0.0027500000 0.3033829881
0.0028125001 0.3232226705
0.0028750000 0.3563885181
0.0029374999 0.3885883900
0.0030000000 0.4285651042
0.0030624999 0.4530775953
0.0031250000 0.4846356677
0.0031874999 0.5176392602
0.0032500001 0.5322046438
0.0033125000 0.5395888258
0.0033750001 0.5280883399
0.0034375000 0.5316312771
0.0035000001 0.5402628958
0.0035625000 0.5269104243
0.0036249999 0.5182054888
0.0036875000 0.4886913855
0.0037499999 0.4854100835
0.0038125000 0.4969360390
0.0038749999 0.5057306402
0.0039375001 0.5308222185
0.0040000002 0.5602646917
0.0040624999 0.5751504201
0.0041250000 0.5725261524
0.0041875001 0.5732592521
0.0042500002 0.5723791824
0.0043124999 0.5707579093
0.0043750000 0.5841591419
0.0044375001 0.5995104430
0.0044999998 0.6151415251
0.0045624999 0.6226405167
0.0046250001 0.6329702943
0.0046875002 0.6379307121
0.0047499998 0.6485306764
0.0048125000 0.6709492243
0.0048750001 0.6767725218
0.0049375002 0.6857018061
0.0049999999 0.7001091265
0.0050625000 0.7043684487
0.0051250001 0.6925707048
0.0051874998 0.7199562274
0.0052499999 0.7529380404
0.0053125001 0.7878753647
0.0053750002 0.8300778737
0.0054374998 0.8617418092
0.0055000000 0.8821479802
0.0055625001 0.9000342433
0.0056250002 0.9413612798
0.0056874999 0.9548717483
0.0057500000 0.9754653914
0.0058125001 0.9934465022
0.0058749998 0.9844172507
0.0059374999 0.9976155735
0.0060000001 0.9969721193
0.0060625002 0.9981164898
0.0061249998 0.9872144974
0.0061875000 0.9942424762
0.0062500001 0.9751691961
0.0063125002 0.9518416349
0.0063749999 0.9295149636
0.0064375000 0.9084190121
0.0065000001 0.9062451773
0.0065624998 0.8837934887
0.0066249999 0.8696304714
0.0066875000 0.8527022279
0.0067500002 0.8405115013
0.0068124998 0.8507454101
0.0068750000 0.8647086126
0.0069375001 0.8781892532
0.0070000002 0.8687235766
0.0070624999 0.8558020052
0.0071250000 0.8505374997
0.0071875001 0.8326054672
0.0072499998 0.8280741412
0.0073124999 0.8265172327
0.0073750000 0.8301778196
0.0074375002 0.8415361031
0.0074999998 0.8618509882
0.0075625000 0.8631291924
0.0076250001 0.8588696715
0.0076875002 0.8530510317
0.0077499999 0.8668494470
0.0078125000 0.8585750354
0.0078750001 0.8582319262
0.0079375003 0.8388202994
0.0080000004 0.8234837437
0.0080624996 0.8101284393
0.0081249997 0.8100683907
0.0081874998 0.8211608813
0.0082500000 0.8398214041
0.0083125001 0.8527587249
0.0083750002 0.8485812666
0.0084375003 0.8494225627
0.0085000005 0.8532007166
0.0085624997 0.8570335795
0.0086249998 0.8543812379
0.0086874999 0.8573585310
0.0087500000 0.8323989068
0.0088125002 0.7956445177
0.0088750003 0.7812272644
0.0089375004 0.7760749146
0.0089999996 0.7634959201
0.0090624997 0.7699298885
0.0091249999 0.7871715468
0.0091875000 0.7854271406
0.0092500001 0.7841875303
0.0093125002 0.8159528934
0.0093750004 0.8448194513
0.0094374996 0.8533600724
0.0094999997 0.8655845488
0.0095624998 0.8816473017
0.0096249999 0.8780399952
0.0096875001 0.9000252868
0.0097500002 0.9056707449
0.0098125003 0.9313476523
0.0098750005 0.9341640251
0.0099374996 0.9392191683
0.0099999998 0.9640876067
0.0100624999 0.9777084148
0.0101250000 0.9986339980
0.0101875002 1.0021070629
0.0102500003 1.0153304515
0.0103125004 1.0037302200
0.0103749996 1.0129347965
0.0104374997 1.0324273645
0.0104999999 1.0356392554
0.0105625000 1.0437467885
0.0106250001 1.0437218833
0.0106875002 1.0529502590
0.0107500004 1.0491985682
0.0108124996 1.0505792082
0.0108749997 1.0481816569
0.0109374998 1.0307715737
0.0109999999 1.0308804034
0.0110625001 1.0119260160
0.0111250002 0.9942446582
0.0111875003 0.9729099627
0.0112500004 0.9659195778
0.0113124996 0.9510837644
0.0113749998 0.9509734716
0.0114374999 0.9623326120
0.0115000000 0.9594876736
0.0115625001 0.9623679398
0.0116250003 0.9723874729
0.0116875004 1.0008698706
0.0117499996 1.0117871024
