    697427,   0.00355017,   0.98028457,   0.00839210
    697430,   0.00355017,   0.98638844,   0.01449537
    697432,   0.00977838,   0.99859619,   0.01449537
    697434,   0.01600659,   0.98638844,   0.00839210
    697437,   0.01600659,   0.98028457,   0.01449537
    697439,   0.00355017,   0.98638844,   0.01449537
    697441,   0.00355017,   0.99249232,   0.00839210
    697443,   0.00977838,   0.99249232,   0.01449537
    697445,   0.00977838,   0.98028457,   0.01449537
    697447,   0.00355017,   0.99249232,   0.02059877
    697449,   0.00977838,   0.97418070,  -0.00381458
    697451,   0.01600659,   0.99249232,   0.01449537
    697454,   0.02223480,   0.99249232,   0.02059877
    697456,   0.02223480,   0.98028457,   0.01449537
    697458,   0.02223480,   0.98028457,   0.02059877
    697460,   0.02223480,   0.98638844,   0.02059877
    697462,   0.03469121,   0.99249232,   0.02670205
    697464,   0.02223480,   0.97418070,   0.02059877
    697466,   0.02223480,   0.97418070,   0.03890872
    697468,   0.01600659,   0.99249232,   0.04501212
    697472,   0.02223480,   0.98028457,   0.03890872
    697474,   0.01600659,   0.97418070,   0.04501212
    697476,   0.00977838,   0.97418070,   0.03890872
    697478,   0.01600659,   0.98028457,   0.03890872
    697480,   0.00977838,   0.98028457,   0.03280544
    697482,   0.00977838,   0.99249232,   0.04501212
    697484,   0.00977838,   0.98028457,   0.03890872
    697486,   0.00977838,   0.98638844,   0.03280544
    697489,   0.01600659,   0.99249232,   0.04501212
    697491,   0.00977838,   0.99249232,   0.03280544
    697493,   0.01600659,   0.99249232,   0.03890872
    697495,   0.01600659,   0.98028457,   0.03890872
    697497,   0.00977838,   0.96807671,   0.03280544
    697499,   0.00355017,   0.94976509,   0.01449537
    697501,   0.01600659,   0.96807671,   0.02670205
    697503,   0.01600659,   0.98028457,   0.04501212
    697506,   0.01600659,   0.98028457,   0.03280544
    697508,   0.01600659,   0.96197283,   0.02059877
    697510,   0.02223480,   0.94366121,   0.02670205
    697512,   0.02223480,   0.94976509,   0.01449537
    697515,   0.00977838,   0.94976509,   0.01449537
    697517,   0.02846301,   0.93755734,   0.00228870
    697519,   0.01600659,   0.95586896,   0.01449537
    697521,   0.00977838,   0.93755734,   0.01449537
    697524,   0.01600659,   0.94366121,   0.01449537
    697526,   0.01600659,   0.93755734,   0.01449537
    697528,   0.01600659,   0.93755734,   0.02670205
    697530,   0.00977838,   0.93145347,   0.01449537
    697532,   0.01600659,   0.94976509,   0.01449537
    697534,   0.03469121,   0.94366121,   0.00839210
    697536,   0.01600659,   0.94366121,   0.01449537
    697538,   0.01600659,   0.93145347,  -0.00381458
    697541,   0.01600659,   0.93145347,   0.00839210
    697543,   0.00977838,   0.93145347,  -0.00381458
